analysis_set,template,condition,layer,mean_final_token_entity_attention,mean_final_token_entity_contribution_norm
unseen_confirmatory,friend,late_negative_30_32,35,0.01767606725970413,10.97022604665091
unseen_confirmatory,visitor_register,clean,0,0.01048178089306105,0.13038845035399116
unseen_confirmatory,visitor_register,clean,1,0.005183317146242358,0.07264705049956954
unseen_confirmatory,visitor_register,clean,2,0.008515855021298278,0.11111427856565909
unseen_confirmatory,visitor_register,clean,3,0.013450232025799017,0.659083962093952
unseen_confirmatory,visitor_register,clean,4,0.0044587605854842895,0.1522062844921683
unseen_confirmatory,visitor_register,clean,5,0.0024440528981950742,0.10518315651042517
unseen_confirmatory,visitor_register,clean,6,0.0036094997181058967,0.1201376665470212
unseen_confirmatory,visitor_register,clean,7,0.0009333913212474219,0.06420842861366827
unseen_confirmatory,visitor_register,clean,8,0.0016109303823065792,0.13177859423638777
unseen_confirmatory,visitor_register,clean,9,0.0028535137507999533,0.3278783736533897
unseen_confirmatory,visitor_register,clean,10,0.0036676145134342097,0.47177630940148996
unseen_confirmatory,visitor_register,clean,11,0.0013338690721781837,0.08531480057294978
unseen_confirmatory,visitor_register,clean,12,0.001000859243335029,0.09369451385857754
unseen_confirmatory,visitor_register,clean,13,0.001601195613972756,0.09056534570490204
unseen_confirmatory,visitor_register,clean,14,0.002727678298766097,0.15924470291234727
unseen_confirmatory,visitor_register,clean,15,0.0016204786316361712,0.10485442818770575
unseen_confirmatory,visitor_register,clean,16,0.0028827031614085618,0.21147123343029686
unseen_confirmatory,visitor_register,clean,17,0.009165578567812782,0.5472537708836932
unseen_confirmatory,visitor_register,clean,18,0.011326411481795097,0.9352739110242488
unseen_confirmatory,visitor_register,clean,19,0.01373718097416121,1.1543407807516497
unseen_confirmatory,visitor_register,clean,20,0.05001118235549955,4.676492289055226
unseen_confirmatory,visitor_register,clean,21,0.17109266755192779,17.866452649582264
unseen_confirmatory,visitor_register,clean,22,0.04337330467912347,4.9617697582688445
unseen_confirmatory,visitor_register,clean,23,0.1197266081391379,23.926179863685785
unseen_confirmatory,visitor_register,clean,24,0.13772757212783016,37.72914039256961
unseen_confirmatory,visitor_register,clean,25,0.041379076721103386,24.77498663303464
unseen_confirmatory,visitor_register,clean,26,0.0711373713214037,20.26837209213612
unseen_confirmatory,visitor_register,clean,27,0.057983967973742376,19.860257159831914
unseen_confirmatory,visitor_register,clean,28,0.08707206393050593,45.85564278447351
unseen_confirmatory,visitor_register,clean,29,0.09980088372736476,66.1416428144588
unseen_confirmatory,visitor_register,clean,30,0.0535314520387802,50.253383592117665
unseen_confirmatory,visitor_register,clean,31,0.09832712735027768,97.30273064901662
unseen_confirmatory,visitor_register,clean,32,0.055052146759577265,113.24720577860988
unseen_confirmatory,visitor_register,clean,33,0.0970946598451498,136.18125906655953
unseen_confirmatory,visitor_register,clean,34,0.06075677669845348,113.2909090352613
unseen_confirmatory,visitor_register,clean,35,0.020042841062816077,12.234315622684568
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,0,0.01048178089306105,0.13038845035399116
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,1,0.005215179919655067,0.07337063039804614
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,2,0.008560289674828392,0.10993987200565117
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,3,0.014342698501423001,0.7172615103596864
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,4,0.004990813855709898,0.1676726532710153
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,5,0.002707709076402839,0.12082408316606699
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,6,0.0036179885189698705,0.11795876950545367
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,7,0.0010705570938054818,0.07939633135792128
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,8,0.0017758056421244388,0.14757577455494292
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,9,0.0034420022410665487,0.41824505616759144
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,10,0.003912941888407912,0.5220475245353787
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,11,0.0016051479317464453,0.10983282195534123
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,12,0.0011039161225537184,0.10042355339540991
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,13,0.0018967243018397672,0.10639446510305238
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,14,0.0035890051066269015,0.2112928560480129
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,15,0.0019070571985604719,0.11684987005279508
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,16,0.003769580354686653,0.2792934357773426
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,17,0.011761098599256298,0.7058494929657426
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,18,0.01621229774426929,1.3136597400487855
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,19,0.018028749689069944,1.456614116596621
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,20,0.06763891758787077,5.151614915492923
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,21,0.1581600496415482,16.945115122684214
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,22,0.0531466800372961,6.388032342112342
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,23,0.1430169543208078,25.198424361472906
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,24,0.15104097214549086,34.331078307573186
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,25,0.044612201688767866,22.919968516327614
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,26,0.07841462823887203,25.44252147230991
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,27,0.06557662096307722,24.08574843961139
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,28,0.09158619553890339,45.978255826373434
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,29,0.10730028204446615,67.01320311080578
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,30,0.05906600639397322,52.22683110348014
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,31,0.09670823297008525,92.63639436766158
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,32,0.055430244123779754,108.8047763691392
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,33,0.09706325915663741,130.47750703678574
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,34,0.06921050370519244,109.81604531753895
unseen_confirmatory,visitor_register,full_intermediate_bottleneck,35,0.028338167946352515,19.098904099575307
unseen_confirmatory,visitor_register,early_5_7,0,0.01048178089306105,0.13038845035399116
unseen_confirmatory,visitor_register,early_5_7,1,0.005215179919655067,0.07337063039804614
unseen_confirmatory,visitor_register,early_5_7,2,0.008560289674828392,0.10993987200565117
unseen_confirmatory,visitor_register,early_5_7,3,0.014342698501423001,0.7172615103596864
unseen_confirmatory,visitor_register,early_5_7,4,0.004990813855709898,0.1676726532710153
unseen_confirmatory,visitor_register,early_5_7,5,0.002707709076402839,0.12082408316606699
unseen_confirmatory,visitor_register,early_5_7,6,0.003654543635283792,0.11886387452656447
unseen_confirmatory,visitor_register,early_5_7,7,0.0010471488230693869,0.07685896886382686
unseen_confirmatory,visitor_register,early_5_7,8,0.0017301538596362915,0.14396823327555214
unseen_confirmatory,visitor_register,early_5_7,9,0.0031779262218299474,0.37623156182641204
unseen_confirmatory,visitor_register,early_5_7,10,0.0038259285488599086,0.49497186669776605
unseen_confirmatory,visitor_register,early_5_7,11,0.0015076170012159923,0.09990554521683344
unseen_confirmatory,visitor_register,early_5_7,12,0.0010542575013417707,0.09513149546935808
unseen_confirmatory,visitor_register,early_5_7,13,0.0017486838535893015,0.09832526591801366
unseen_confirmatory,visitor_register,early_5_7,14,0.0033217634786418533,0.19688650237959485
unseen_confirmatory,visitor_register,early_5_7,15,0.001800184021703899,0.11243659885990065
unseen_confirmatory,visitor_register,early_5_7,16,0.0035328555779076767,0.2633500773199769
unseen_confirmatory,visitor_register,early_5_7,17,0.011253855497099806,0.6860320490113524
unseen_confirmatory,visitor_register,early_5_7,18,0.01472892089703575,1.197362435418506
unseen_confirmatory,visitor_register,early_5_7,19,0.01658324845849948,1.367300952589789
unseen_confirmatory,visitor_register,early_5_7,20,0.06358706160600103,4.953786772350933
unseen_confirmatory,visitor_register,early_5_7,21,0.16200491569416467,17.39565452309542
unseen_confirmatory,visitor_register,early_5_7,22,0.054032592536058535,6.419830710388894
unseen_confirmatory,visitor_register,early_5_7,23,0.145768367013959,25.75190169312233
unseen_confirmatory,visitor_register,early_5_7,24,0.153316778152488,34.777360672174495
unseen_confirmatory,visitor_register,early_5_7,25,0.04458858832976846,22.46834630744402
unseen_confirmatory,visitor_register,early_5_7,26,0.07628407121397728,24.276584758314975
unseen_confirmatory,visitor_register,early_5_7,27,0.06450673612917579,23.096438263737877
unseen_confirmatory,visitor_register,early_5_7,28,0.09213966122546861,46.35172067686569
unseen_confirmatory,visitor_register,early_5_7,29,0.10783857315085656,67.33054471570392
unseen_confirmatory,visitor_register,early_5_7,30,0.060076543108321896,52.86157368504724
unseen_confirmatory,visitor_register,early_5_7,31,0.09987583921052688,95.25986281106638
unseen_confirmatory,visitor_register,early_5_7,32,0.05751536255918963,113.038869525111
unseen_confirmatory,visitor_register,early_5_7,33,0.10080845082222029,134.7144651191179
unseen_confirmatory,visitor_register,early_5_7,34,0.07140621122752511,113.6651602456736
unseen_confirmatory,visitor_register,early_5_7,35,0.02840910977575668,19.236754705739575
unseen_confirmatory,visitor_register,middle_12_14,0,0.01048178089306105,0.13038845035399116
unseen_confirmatory,visitor_register,middle_12_14,1,0.005215179919655067,0.07337063039804614
unseen_confirmatory,visitor_register,middle_12_14,2,0.008560289674828392,0.10993987200565117
unseen_confirmatory,visitor_register,middle_12_14,3,0.014342698501423001,0.7172615103596864
unseen_confirmatory,visitor_register,middle_12_14,4,0.004990813855709898,0.1676726532710153
unseen_confirmatory,visitor_register,middle_12_14,5,0.002707709076402839,0.12082408316606699
unseen_confirmatory,visitor_register,middle_12_14,6,0.0036179885189698705,0.11795876950545367
unseen_confirmatory,visitor_register,middle_12_14,7,0.0010705570938054818,0.07939633135792128
unseen_confirmatory,visitor_register,middle_12_14,8,0.0017758056421244388,0.14757577455494292
unseen_confirmatory,visitor_register,middle_12_14,9,0.0034420022410665487,0.41824505616759144
unseen_confirmatory,visitor_register,middle_12_14,10,0.003912941888407912,0.5220475245353787
unseen_confirmatory,visitor_register,middle_12_14,11,0.0016051479317464453,0.10983282195534123
unseen_confirmatory,visitor_register,middle_12_14,12,0.0011039161225537184,0.10042355339540991
unseen_confirmatory,visitor_register,middle_12_14,13,0.0018987277932844104,0.10643099079471688
unseen_confirmatory,visitor_register,middle_12_14,14,0.0036038296069776598,0.21275910847755367
unseen_confirmatory,visitor_register,middle_12_14,15,0.0018970063971463851,0.116398032538073
unseen_confirmatory,visitor_register,middle_12_14,16,0.00369509007797988,0.27567533854135245
unseen_confirmatory,visitor_register,middle_12_14,17,0.011081704766987714,0.65776923489432
unseen_confirmatory,visitor_register,middle_12_14,18,0.014616760409025605,1.1909954922143804
unseen_confirmatory,visitor_register,middle_12_14,19,0.016983305786324794,1.4017766880434612
unseen_confirmatory,visitor_register,middle_12_14,20,0.06305426335352105,5.024476248164509
unseen_confirmatory,visitor_register,middle_12_14,21,0.16303649371446566,17.468458419622376
unseen_confirmatory,visitor_register,middle_12_14,22,0.05331590654718321,6.380965582160062
unseen_confirmatory,visitor_register,middle_12_14,23,0.1395756431617016,25.158748604530512
unseen_confirmatory,visitor_register,middle_12_14,24,0.14887919666808705,34.74476927380229
unseen_confirmatory,visitor_register,middle_12_14,25,0.04378199088928658,23.218440532684326
unseen_confirmatory,visitor_register,middle_12_14,26,0.07676634577990965,24.205138106678806
unseen_confirmatory,visitor_register,middle_12_14,27,0.06439249163363563,23.370689624963806
unseen_confirmatory,visitor_register,middle_12_14,28,0.0911465504661549,46.31683096774789
unseen_confirmatory,visitor_register,middle_12_14,29,0.10775866662693578,68.1113061239553
unseen_confirmatory,visitor_register,middle_12_14,30,0.058445198807952015,52.50584790872973
unseen_confirmatory,visitor_register,middle_12_14,31,0.09737463377762673,93.83841856135878
unseen_confirmatory,visitor_register,middle_12_14,32,0.05634604013243387,111.94808334528014
unseen_confirmatory,visitor_register,middle_12_14,33,0.09840035733095435,133.27451909974565
unseen_confirmatory,visitor_register,middle_12_14,34,0.06857248633926691,111.69701194763184
unseen_confirmatory,visitor_register,middle_12_14,35,0.026998289308489062,17.88594772094904
unseen_confirmatory,visitor_register,later_middle_19_21,0,0.01048178089306105,0.13038845035399116
unseen_confirmatory,visitor_register,later_middle_19_21,1,0.005215179919655067,0.07337063039804614
unseen_confirmatory,visitor_register,later_middle_19_21,2,0.008560289674828392,0.10993987200565117
unseen_confirmatory,visitor_register,later_middle_19_21,3,0.014342698501423001,0.7172615103596864
unseen_confirmatory,visitor_register,later_middle_19_21,4,0.004990813855709898,0.1676726532710153
unseen_confirmatory,visitor_register,later_middle_19_21,5,0.002707709076402839,0.12082408316606699
unseen_confirmatory,visitor_register,later_middle_19_21,6,0.0036179885189698705,0.11795876950545367
unseen_confirmatory,visitor_register,later_middle_19_21,7,0.0010705570938054818,0.07939633135792128
unseen_confirmatory,visitor_register,later_middle_19_21,8,0.0017758056421244388,0.14757577455494292
unseen_confirmatory,visitor_register,later_middle_19_21,9,0.0034420022410665487,0.41824505616759144
unseen_confirmatory,visitor_register,later_middle_19_21,10,0.003912941888407912,0.5220475245353787
unseen_confirmatory,visitor_register,later_middle_19_21,11,0.0016051479317464453,0.10983282195534123
unseen_confirmatory,visitor_register,later_middle_19_21,12,0.0011039161225537184,0.10042355339540991
unseen_confirmatory,visitor_register,later_middle_19_21,13,0.0018967243018397672,0.10639446510305238
unseen_confirmatory,visitor_register,later_middle_19_21,14,0.0035890051066269015,0.2112928560480129
unseen_confirmatory,visitor_register,later_middle_19_21,15,0.0019070571985604719,0.11684987005279508
unseen_confirmatory,visitor_register,later_middle_19_21,16,0.003769580354686653,0.2792934357773426
unseen_confirmatory,visitor_register,later_middle_19_21,17,0.011761098599256298,0.7058494929657426
unseen_confirmatory,visitor_register,later_middle_19_21,18,0.01621229774426929,1.3136597400487855
unseen_confirmatory,visitor_register,later_middle_19_21,19,0.018028749689069944,1.456614116596621
unseen_confirmatory,visitor_register,later_middle_19_21,20,0.0651890336600847,4.946307212807412
unseen_confirmatory,visitor_register,later_middle_19_21,21,0.15821095625328463,16.8470480719278
unseen_confirmatory,visitor_register,later_middle_19_21,22,0.05243586883122145,6.238449728766153
unseen_confirmatory,visitor_register,later_middle_19_21,23,0.1522458402743173,27.295632916827536
unseen_confirmatory,visitor_register,later_middle_19_21,24,0.148656913620788,33.78532992961795
unseen_confirmatory,visitor_register,later_middle_19_21,25,0.04225987453706736,21.6389408333357
unseen_confirmatory,visitor_register,later_middle_19_21,26,0.07836283955636413,23.148270950760953
unseen_confirmatory,visitor_register,later_middle_19_21,27,0.06526897184897301,22.929109174151755
unseen_confirmatory,visitor_register,later_middle_19_21,28,0.09342127050771269,47.11511279261389
unseen_confirmatory,visitor_register,later_middle_19_21,29,0.10954015702009201,68.29925435088401
unseen_confirmatory,visitor_register,later_middle_19_21,30,0.05996021650038486,53.741757614668025
unseen_confirmatory,visitor_register,later_middle_19_21,31,0.10175615115914234,97.6571373606837
unseen_confirmatory,visitor_register,later_middle_19_21,32,0.057674840179293654,114.72859438075575
unseen_confirmatory,visitor_register,later_middle_19_21,33,0.10161657042281572,137.1218130422193
unseen_confirmatory,visitor_register,later_middle_19_21,34,0.07092998367409374,115.39338546575502
unseen_confirmatory,visitor_register,later_middle_19_21,35,0.027028737524740918,18.080148707988652
unseen_confirmatory,visitor_register,sparse_union,0,0.01048178089306105,0.13038845035399116
unseen_confirmatory,visitor_register,sparse_union,1,0.005215179919655067,0.07337063039804614
unseen_confirmatory,visitor_register,sparse_union,2,0.008560289674828392,0.10993987200565117
unseen_confirmatory,visitor_register,sparse_union,3,0.014342698501423001,0.7172615103596864
unseen_confirmatory,visitor_register,sparse_union,4,0.004990813855709898,0.1676726532710153
unseen_confirmatory,visitor_register,sparse_union,5,0.002707709076402839,0.12082408316606699
unseen_confirmatory,visitor_register,sparse_union,6,0.003654543635283792,0.11886387452656447
unseen_confirmatory,visitor_register,sparse_union,7,0.0010471488230693869,0.07685896886382686
unseen_confirmatory,visitor_register,sparse_union,8,0.0017301538596362915,0.14396823327555214
unseen_confirmatory,visitor_register,sparse_union,9,0.0031779262218299474,0.37623156182641204
unseen_confirmatory,visitor_register,sparse_union,10,0.0038259285488599086,0.49497186669776605
unseen_confirmatory,visitor_register,sparse_union,11,0.0015076170012159923,0.09990554521683344
unseen_confirmatory,visitor_register,sparse_union,12,0.0010542575013417707,0.09513149546935808
unseen_confirmatory,visitor_register,sparse_union,13,0.0017506862235212221,0.09836906242335952
unseen_confirmatory,visitor_register,sparse_union,14,0.003321920054542377,0.1969531538874604
unseen_confirmatory,visitor_register,sparse_union,15,0.0017895430223583135,0.11202337666479655
unseen_confirmatory,visitor_register,sparse_union,16,0.0034399874370306905,0.2576894600724065
unseen_confirmatory,visitor_register,sparse_union,17,0.01054862714751602,0.6383928381079851
unseen_confirmatory,visitor_register,sparse_union,18,0.013198964752603409,1.0892580165419468
unseen_confirmatory,visitor_register,sparse_union,19,0.015513317886913238,1.303486485120862
unseen_confirmatory,visitor_register,sparse_union,20,0.056565139052826306,4.5859290444573695
unseen_confirmatory,visitor_register,sparse_union,21,0.1639444990040258,17.503684487453725
unseen_confirmatory,visitor_register,sparse_union,22,0.052499221421258395,6.146174652631893
unseen_confirmatory,visitor_register,sparse_union,23,0.1490176621564599,27.329463714777038
unseen_confirmatory,visitor_register,sparse_union,24,0.1485629516632058,34.553446614465045
unseen_confirmatory,visitor_register,sparse_union,25,0.04184331478507713,21.467543091884878
unseen_confirmatory,visitor_register,sparse_union,26,0.07697114941858968,22.01548730495364
unseen_confirmatory,visitor_register,sparse_union,27,0.0639269832781581,21.898155245670054
unseen_confirmatory,visitor_register,sparse_union,28,0.09449461908187977,47.86683734627657
unseen_confirmatory,visitor_register,sparse_union,29,0.11090244131899157,69.74718590669853
unseen_confirmatory,visitor_register,sparse_union,30,0.05995792769935242,54.00973129272461
unseen_confirmatory,visitor_register,sparse_union,31,0.10435478865753772,100.05723008444143
unseen_confirmatory,visitor_register,sparse_union,32,0.05961219411949779,118.55168668613878
unseen_confirmatory,visitor_register,sparse_union,33,0.10521201031325861,141.2546421317167
unseen_confirmatory,visitor_register,sparse_union,34,0.07177630279126555,118.70130290541537
unseen_confirmatory,visitor_register,sparse_union,35,0.026133278341487397,17.289112412652305
unseen_confirmatory,visitor_register,late_negative_30_32,0,0.01048178089306105,0.13038845035399116
unseen_confirmatory,visitor_register,late_negative_30_32,1,0.005215179919655067,0.07337063039804614
unseen_confirmatory,visitor_register,late_negative_30_32,2,0.008560289674828392,0.10993987200565117
unseen_confirmatory,visitor_register,late_negative_30_32,3,0.014342698501423001,0.7172615103596864
unseen_confirmatory,visitor_register,late_negative_30_32,4,0.004990813855709898,0.1676726532710153
unseen_confirmatory,visitor_register,late_negative_30_32,5,0.002707709076402839,0.12082408316606699
unseen_confirmatory,visitor_register,late_negative_30_32,6,0.0036179885189698705,0.11795876950545367
unseen_confirmatory,visitor_register,late_negative_30_32,7,0.0010705570938054818,0.07939633135792128
unseen_confirmatory,visitor_register,late_negative_30_32,8,0.0017758056421244388,0.14757577455494292
unseen_confirmatory,visitor_register,late_negative_30_32,9,0.0034420022410665487,0.41824505616759144
unseen_confirmatory,visitor_register,late_negative_30_32,10,0.003912941888407912,0.5220475245353787
unseen_confirmatory,visitor_register,late_negative_30_32,11,0.0016051479317464453,0.10983282195534123
unseen_confirmatory,visitor_register,late_negative_30_32,12,0.0011039161225537184,0.10042355339540991
unseen_confirmatory,visitor_register,late_negative_30_32,13,0.0018967243018397672,0.10639446510305238
unseen_confirmatory,visitor_register,late_negative_30_32,14,0.0035890051066269015,0.2112928560480129
unseen_confirmatory,visitor_register,late_negative_30_32,15,0.0019070571985604719,0.11684987005279508
unseen_confirmatory,visitor_register,late_negative_30_32,16,0.003769580354686653,0.2792934357773426
unseen_confirmatory,visitor_register,late_negative_30_32,17,0.011761098599256298,0.7058494929657426
unseen_confirmatory,visitor_register,late_negative_30_32,18,0.01621229774426929,1.3136597400487855
unseen_confirmatory,visitor_register,late_negative_30_32,19,0.018028749689069944,1.456614116596621
unseen_confirmatory,visitor_register,late_negative_30_32,20,0.06763891758787077,5.151614915492923
unseen_confirmatory,visitor_register,late_negative_30_32,21,0.1581600496415482,16.945115122684214
unseen_confirmatory,visitor_register,late_negative_30_32,22,0.0531466800372961,6.388032342112342
unseen_confirmatory,visitor_register,late_negative_30_32,23,0.1430169543208078,25.198424361472906
unseen_confirmatory,visitor_register,late_negative_30_32,24,0.15104097214549086,34.331078307573186
unseen_confirmatory,visitor_register,late_negative_30_32,25,0.044612201688767866,22.919968516327614
unseen_confirmatory,visitor_register,late_negative_30_32,26,0.07841462823887203,25.44252147230991
unseen_confirmatory,visitor_register,late_negative_30_32,27,0.06557662096307722,24.08574843961139
unseen_confirmatory,visitor_register,late_negative_30_32,28,0.09158619553890339,45.978255826373434
unseen_confirmatory,visitor_register,late_negative_30_32,29,0.10730028204446615,67.01320311080578
unseen_confirmatory,visitor_register,late_negative_30_32,30,0.05906600639397322,52.22683110348014
unseen_confirmatory,visitor_register,late_negative_30_32,31,0.09650854727383269,92.58020871184593
unseen_confirmatory,visitor_register,late_negative_30_32,32,0.055496743306257694,109.01560739029286
unseen_confirmatory,visitor_register,late_negative_30_32,33,0.09711747707495856,130.60754004190133
unseen_confirmatory,visitor_register,late_negative_30_32,34,0.06895566263864207,109.92799395184184
unseen_confirmatory,visitor_register,late_negative_30_32,35,0.028084145750590536,18.864867831385414
unseen_confirmatory,dialogue,clean,0,0.011110766076071317,0.12774613967468573
unseen_confirmatory,dialogue,clean,1,0.007205891095340079,0.08545344327251579
unseen_confirmatory,dialogue,clean,2,0.011103518442575669,0.17395068427851035
unseen_confirmatory,dialogue,clean,3,0.01519035117505768,0.6036152713174043
unseen_confirmatory,dialogue,clean,4,0.005690461752914586,0.13728725082825782
unseen_confirmatory,dialogue,clean,5,0.002696432102861446,0.09749512989507166
unseen_confirmatory,dialogue,clean,6,0.003314593993668813,0.07198544985852963
unseen_confirmatory,dialogue,clean,7,0.0008200768369174195,0.03264717194576596
unseen_confirmatory,dialogue,clean,8,0.0012503076259447478,0.08302142371445201
unseen_confirmatory,dialogue,clean,9,0.003113869164777963,0.37247822321085045
unseen_confirmatory,dialogue,clean,10,0.005490572243214174,0.8604637020549109
unseen_confirmatory,dialogue,clean,11,0.002215830891441857,0.1657853262542292
unseen_confirmatory,dialogue,clean,12,0.0007976221139299099,0.053731518862552424
unseen_confirmatory,dialogue,clean,13,0.0018766422716759924,0.14313628039387769
unseen_confirmatory,dialogue,clean,14,0.003859441139908551,0.4135574388296105
unseen_confirmatory,dialogue,clean,15,0.0031152532942224902,0.2048615738749504
unseen_confirmatory,dialogue,clean,16,0.006120067883044655,0.529359181433223
unseen_confirmatory,dialogue,clean,17,0.0033835079067462493,0.2032513890285478
unseen_confirmatory,dialogue,clean,18,0.002555265259214265,0.15011984774799542
unseen_confirmatory,dialogue,clean,19,0.002843165401975776,0.22568207225480744
unseen_confirmatory,dialogue,clean,20,0.005961336709862185,0.46015514078181846
unseen_confirmatory,dialogue,clean,21,0.01140429464041602,1.296205286456402
unseen_confirmatory,dialogue,clean,22,0.012110132645534049,1.7545120338367861
unseen_confirmatory,dialogue,clean,23,0.04443305739483168,10.871365658072538
unseen_confirmatory,dialogue,clean,24,0.09371685210702031,34.055720052053765
unseen_confirmatory,dialogue,clean,25,0.027670034077451673,24.77995691743008
unseen_confirmatory,dialogue,clean,26,0.026415206925120463,7.4481322377227075
unseen_confirmatory,dialogue,clean,27,0.03494052036643722,11.549305017604384
unseen_confirmatory,dialogue,clean,28,0.05147859070796606,23.11017338065214
unseen_confirmatory,dialogue,clean,29,0.07042925614257191,45.86873946078988
unseen_confirmatory,dialogue,clean,30,0.04479456142803957,48.92420232018759
unseen_confirmatory,dialogue,clean,31,0.09289532969164294,84.37545150934264
unseen_confirmatory,dialogue,clean,32,0.056150190705476805,112.96131484453068
unseen_confirmatory,dialogue,clean,33,0.09041859815980113,120.25795559550441
unseen_confirmatory,dialogue,clean,34,0.05027071419063696,104.86706749228544
unseen_confirmatory,dialogue,clean,35,0.013876889821488497,6.8350923699001935
unseen_confirmatory,dialogue,full_intermediate_bottleneck,0,0.011110766076071317,0.12774613967468573
unseen_confirmatory,dialogue,full_intermediate_bottleneck,1,0.007312389152925895,0.08682295450464238
unseen_confirmatory,dialogue,full_intermediate_bottleneck,2,0.011274149446466635,0.17881362815929014
unseen_confirmatory,dialogue,full_intermediate_bottleneck,3,0.015453672253115232,0.6213555095154185
unseen_confirmatory,dialogue,full_intermediate_bottleneck,4,0.005877686799828743,0.1407570689050264
unseen_confirmatory,dialogue,full_intermediate_bottleneck,5,0.0028762535522367026,0.10562409841737082
unseen_confirmatory,dialogue,full_intermediate_bottleneck,6,0.003321023882626621,0.07322561714884847
unseen_confirmatory,dialogue,full_intermediate_bottleneck,7,0.0008596115133746766,0.0339733200407652
unseen_confirmatory,dialogue,full_intermediate_bottleneck,8,0.0013962852887722643,0.09346064448703167
unseen_confirmatory,dialogue,full_intermediate_bottleneck,9,0.0035160864462404576,0.4269755898520004
unseen_confirmatory,dialogue,full_intermediate_bottleneck,10,0.005695936968550086,0.8708838182826375
unseen_confirmatory,dialogue,full_intermediate_bottleneck,11,0.0024615875600977953,0.1803321873899116
unseen_confirmatory,dialogue,full_intermediate_bottleneck,12,0.0008763417809373201,0.06133437602845735
unseen_confirmatory,dialogue,full_intermediate_bottleneck,13,0.00230523920381106,0.16924474280067656
unseen_confirmatory,dialogue,full_intermediate_bottleneck,14,0.004256945910192159,0.43795143449029256
unseen_confirmatory,dialogue,full_intermediate_bottleneck,15,0.003455320490946517,0.22355441723105518
unseen_confirmatory,dialogue,full_intermediate_bottleneck,16,0.006599938645850607,0.5586468788773514
unseen_confirmatory,dialogue,full_intermediate_bottleneck,17,0.0046337707892742525,0.27073721479364604
unseen_confirmatory,dialogue,full_intermediate_bottleneck,18,0.0036817048283748675,0.22615142608451289
unseen_confirmatory,dialogue,full_intermediate_bottleneck,19,0.00393724130861851,0.2977662302207115
unseen_confirmatory,dialogue,full_intermediate_bottleneck,20,0.007601229962622097,0.5823020136287046
unseen_confirmatory,dialogue,full_intermediate_bottleneck,21,0.014827554717221362,1.3753972006745117
unseen_confirmatory,dialogue,full_intermediate_bottleneck,22,0.02081126670981216,3.0127537787653678
unseen_confirmatory,dialogue,full_intermediate_bottleneck,23,0.03192519802643463,6.576715630154277
unseen_confirmatory,dialogue,full_intermediate_bottleneck,24,0.07933298000242821,21.459719469380932
unseen_confirmatory,dialogue,full_intermediate_bottleneck,25,0.02566787362271963,15.095381398533666
unseen_confirmatory,dialogue,full_intermediate_bottleneck,26,0.030891561452949117,13.275127302768619
unseen_confirmatory,dialogue,full_intermediate_bottleneck,27,0.046129452237902685,17.75919331506241
unseen_confirmatory,dialogue,full_intermediate_bottleneck,28,0.03850053839905317,11.890516696974288
unseen_confirmatory,dialogue,full_intermediate_bottleneck,29,0.05454755173779504,34.384754846262375
unseen_confirmatory,dialogue,full_intermediate_bottleneck,30,0.03587530815410753,37.66638620509658
unseen_confirmatory,dialogue,full_intermediate_bottleneck,31,0.057147261448377784,50.229780197143555
unseen_confirmatory,dialogue,full_intermediate_bottleneck,32,0.0294686755663607,56.868851922279184
unseen_confirmatory,dialogue,full_intermediate_bottleneck,33,0.054499936376719973,76.90967426743619
